"Nstart","Nend.BA.Base","Nend.BA.Deac","Nend.BA.LRest","Diff.BA.Deac.tEnd","Diff.S.Deac.tEnd","Diff.BA.LRest.tEnd","Diff.S.LRest.tEnd"
191,33.0503947115545,74.6335738744712,44.8710168479155,4.22045652912725,1.05905569146272,14.8469342793855,2.43967502995617
192,33.2234334273218,75.0243255701491,45.1059436376951,4.19847498470471,1.05353977640302,14.7696064966804,2.42696838917515
193,33.3964721430891,75.4150772658269,45.3408704274748,4.17672122830728,1.04808102108487,14.6930800381483,2.41439342342813
194,33.5695108588564,75.8058289615048,45.5757972172545,4.15519173743972,1.04267854159474,14.6173425121785,2.40194809650324
195,33.7425495746237,76.1965806571827,45.8107240070341,4.1338830618631,1.03733147215067,14.5423817813468,2.38963041395707
196,33.915588290391,76.5873323528605,46.0456507968138,4.11279182175156,1.03203896463969,14.4681859559318,2.37743842204912
197,34.0886270061583,76.9780840485384,46.2805775865934,4.0919147059051,1.02680018816944,14.3947433876276,2.36537020670877
198,34.2616657219257,77.3688357442162,46.5155043763731,4.07124847001669,1.02161432863323,14.3220426634476,2.35342389253348
199,34.434704437693,77.7595874398941,46.7504311661528,4.05078993499148,1.01648058828834,14.2500725998122,2.34159764181723
200,34.6077431534603,78.150339135572,46.9853579559324,4.03053598531653,1.0113981853469,14.1788222368131,2.32988965360814
201,34.7807818692276,78.5410908312498,47.2202847457121,4.01048356747913,1.006366353579,14.1082808326499,2.31829816279417
202,34.9538205849949,78.9318425269277,47.4552115354917,3.9906296884322,1.00138434192762,14.0384378582308,2.30682143921598
203,35.1268593007622,79.3225942226055,47.6901383252714,3.97097141410495,0.996451414134876,13.9692829919341,2.29545778680605
204,35.2998980165295,79.7133459182834,47.9250651150511,3.95150586795738,0.991566848379313,13.9008061145227,2.28420554275308
205,35.4729367322968,80.1040976139613,48.1599919048307,3.9322302295771,0.986729936923804,13.8329973042079,2.27306307669087
206,35.6459754480641,80.4948493096391,48.3949186946104,3.91314173331702,0.981939985773689,13.7658468318574,2.26202878991082
207,35.8190141638314,80.885601005317,48.6298454843901,3.89423766697249,0.97719631434483,13.6993451563412,2.25110111459724
208,35.9920528795987,81.2763527009948,48.8647722741697,3.87551537049666,0.972498255141249,13.6334829200126,2.24027851308475
209,36.165091595366,81.6671043966727,49.0996990639494,3.85697223475266,0.967845153442009,13.5682509443188,2.22955947713698
210,36.3381303111333,82.0578560923505,49.3346258537291,3.83860570030145,0.963236366997047,13.5036402255363,2.21894252724585
211,36.5111690269006,82.4486077880284,49.5695526435087,3.8204132562242,0.958671265731658,13.4396419306286,2.20842621195085
212,36.6842077426679,82.8393594837063,49.8044794332884,3.80239243897785,0.954149231459339,13.3762473932199,2.19800910717749
213,36.8572464584352,83.2301111793841,50.039406223068,3.78454083128312,0.949669657602722,13.3134481096837,2.1876898155945
214,37.0302851742025,83.620862875062,50.2743330128477,3.76685606104348,0.945231948922336,13.2512357353394,2.17746696598892
215,37.2033238899698,84.0116145707399,50.5092598026274,3.74933580029444,0.94083552125293,13.1896020807564,2.16733921265874
216,37.3763626057371,84.4023662664177,50.744186592407,3.73197776418197,0.936479801247129,13.1285391081603,2.15730523482235
217,37.5494013215044,84.7931179620956,50.9791133821867,3.71477970996915,0.932164226126174,13.0680389279384,2.14736373604437
218,37.7224400372717,85.1838696577734,51.2140401719663,3.69773943607021,0.927888243437522,13.0080937952414,2.13751344367719
219,37.895478753039,85.5746213534513,51.448966961746,3.68085478111098,0.923651310819086,12.9486961066787,2.12775310831794
220,38.0685174688063,85.9653730491292,51.6838937515257,3.66412362301502,0.919452895769908,12.8898383971029,2.11808150328013
221,38.2415561845736,86.356124744807,51.9188205413053,3.6475438781145,0.915292475427058,12.8315133364825,2.10849742407977
222,38.4145949003409,86.7468764404849,52.153747331085,3.63111350028516,0.911169536348558,12.7737137268587,2.09899968793526
223,38.5876336161082,87.1376281361627,52.3886741208647,3.61483048010451,0.907083574302152,12.716432499384,2.08958713328084
224,38.7606723318755,87.5283798318406,52.6236009106443,3.59869284403261,0.903034094059731,12.6596627114403,2.08025861929298
225,38.9337110476428,87.9191315275184,52.858527700424,3.58269865361469,0.899020609197244,12.6033975438339,2.07101302542946
226,39.1067497634101,88.3098832231963,53.0934544902036,3.56684600470489,0.895042641899911,12.5476302980647,2.06184925098066
227,39.2797884791774,88.7006349188742,53.3283812799833,3.5511330267106,0.891099722772599,12.492354393668,2.05276621463272
228,39.4528271949447,89.091386614552,53.563308069763,3.5355578818566,0.887191390655175,12.4375633656256,2.04376285404223
229,39.625865910712,89.4821383102299,53.7982348595426,3.52011876446858,0.883317192442707,12.3832508618455,2.03483812542196
230,39.7989046264793,89.8728900059077,54.0331616493223,3.50481390027524,0.879476682910347,12.3294106407071,2.02599100313752
231,39.9719433422466,90.2636417015856,54.268088439102,3.48964154572859,0.87566942454277,12.2760365686694,2.01722047931441
232,40.1449820580139,90.6543933972635,54.5030152288816,3.47459998734183,0.871894987368017,12.2231226179424,2.00852556345529
233,40.3180207737812,91.0451450929413,54.7379420186613,3.45968754104423,0.868152948795622,12.1706628642173,1.99990528206707
234,40.4910594895485,91.4358967886192,54.9728688084409,3.44490255155259,0.864442893458888,12.1186514844557,1.99135867829756
235,40.6640982053158,91.8266484842971,55.2077955982206,3.43024339175875,0.860764413061191,12.0670827547346,1.9828848115814
236,40.8371369210831,92.2174001799749,55.4427223880003,3.41570846213265,0.857117106226186,12.0159510481467,1.97448275729504
237,41.0101756368504,92.6081518756528,55.6776491777799,3.40129619014053,0.853500578351814,11.9652508327537,1.96615160642037
238,41.1832143526177,92.9989035713306,55.9125759675596,3.38700502967775,0.849914441467983,11.9149766695909,1.95789046521693
239,41.356253068385,93.3896552670085,56.1475027573393,3.37283346051592,0.846358314097824,11.8651232107223,1.94969845490221
240,41.5292917841523,93.7804069626863,56.3824295471189,3.35877998776377,0.842831821122416,11.8156851973443,1.94157471134012
241,41.7023304999196,94.1711586583642,56.6173563368986,3.34484314134152,0.839334593648879,11.7666574579362,1.93351838473705
242,41.8753692156869,94.5619103540421,56.8522831266782,3.3310214754682,0.835866268881735,11.7180349064571,1.92552863934557
243,42.0484079314542,94.9526620497199,57.0872099164579,3.31731356816175,0.832426489997448,11.6698125405869,1.91760465317543
244,42.2214466472215,95.3434137453978,57.3221367062376,3.30371802075125,0.829014906022049,11.6219854400108,1.90974561771159
